#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
T1_FOM_000000014593	6.5323	1347	0.0000	100.0000	1347	45	43	0.3132	6	2.87
T1_FOM_000000014594	19.7844	1957	0.0000	100.0000	1957	189	198	0.3829	17	10.81
T1_FOM_000000014595	9.1664	6130	0.0000	100.0000	6130	283	279	0.3258	9	3.64
T1_FOM_000000014596	53.7333	1245	0.0000	99.8394	1243	346	323	0.3745	40	40.96
T1_FOM_000000014597	9.3641	2093	0.0000	100.0000	2093	93	103	0.3714	9	3.96
T1_FOM_000000014598	8.8807	8196	0.0000	99.8658	8185	362	366	0.3595	8	3.12
T1_FOM_000000014599	9.8800	1142	0.0000	99.9124	1141	57	56	0.3745	10	3.76
T1_FOM_000000014600	9.1691	1679	0.0000	99.4044	1669	78	76	0.2954	9	2.99
T1_FOM_000000014601	41.2118	1671	0.0000	100.0000	1671	336	355	0.4084	16	41.93
T1_FOM_000000014602	6.3943	1126	0.0000	99.2895	1118	37	35	0.3231	6	2.92
T1_FOM_000000014603	7.7451	2621	0.0000	99.1988	2600	102	101	0.3462	8	3.10
T1_FOM_000000014604	8.9920	3113	0.0000	100.0000	3113	140	140	0.3085	9	3.93
T1_FOM_000000014605	10.8627	2732	0.0000	99.8536	2728	154	143	0.3103	11	4.32
T1_FOM_000000014606	6.7804	1357	0.0000	98.6735	1339	48	44	0.2763	7	2.48
T1_FOM_000000014607	7.8915	1115	0.0000	98.3857	1097	44	44	0.3853	8	2.94
T1_FOM_000000014608	7.4184	1011	0.0000	100.0000	1011	37	38	0.3549	7	3.03
T1_FOM_000000014609	8.2778	1051	0.0000	94.6717	995	45	42	0.3628	7	4.79
T1_FOM_000000014610	18.8510	1604	0.0000	100.0000	1604	155	148	0.2722	15	11.34
T1_FOM_000000014611	15.2662	1454	0.0000	100.0000	1454	114	108	0.4277	9	11.47
T1_FOM_000000014612	12.6321	1234	0.0000	100.0000	1234	80	76	0.4311	11	5.38
T1_FOM_000000014613	16.3679	3482	0.0000	100.0000	3482	289	281	0.4925	14	9.06
T1_FOM_000000014614	7.8426	2205	0.0000	100.0000	2205	86	87	0.3103	8	2.90
T1_FOM_000000014615	12.8660	3142	0.0000	100.0000	3142	205	199	0.3458	12	5.75
T1_FOM_000000014616	9.9246	12473	0.0000	99.9759	12470	628	610	0.3523	10	4.22
T1_FOM_000000014617	8.4484	1396	0.0000	100.0000	1396	58	60	0.3089	9	2.67
T1_FOM_000000014618	9.2627	8236	0.0000	100.0000	8236	382	381	0.3019	9	3.24
T1_FOM_000000014619	14.1822	2108	0.0000	99.0512	2088	149	150	0.2602	11	9.67
T1_FOM_000000014620	10.0987	1865	0.0000	100.0000	1865	93	95	0.2968	10	4.29
T1_FOM_000000014621	9.3956	1489	0.0000	100.0000	1489	70	70	0.3950	9	3.77
T1_FOM_000000014622	13.1150	3077	0.0000	100.0000	3077	203	201	0.3908	13	5.49
T1_FOM_000000014623	8.9477	13106	0.0000	99.9847	13104	586	587	0.3455	9	3.22
T1_FOM_000000014624	8.7229	3219	0.0000	100.0000	3219	140	141	0.3412	9	2.84
T1_FOM_000000014625	8.3588	9810	0.0000	99.9796	9808	408	412	0.3346	8	2.84
T1_FOM_000000014626	10.4317	1830	0.0000	100.0000	1830	95	96	0.4005	11	4.46
T1_FOM_000000014627	7.1082	2403	0.0000	100.0000	2403	81	90	0.3536	7	3.34
T1_FOM_000000014628	7.2391	2401	0.0000	99.9584	2400	89	85	0.3354	7	2.70
T1_FOM_000000014629	16.5786	1502	0.0000	98.5353	1480	132	117	0.4037	14	9.61
T1_FOM_000000014630	8.5098	2503	0.0000	99.4407	2489	107	106	0.3107	8	3.34
T1_FOM_000000014631	9.4736	6480	0.0000	100.0000	6480	307	307	0.3268	9	3.69
T1_FOM_000000014632	6.7308	3551	0.0000	100.0000	3551	120	119	0.3497	6	2.56
T1_FOM_000000014633	9.1880	2165	0.0000	100.0000	2165	100	99	0.3405	9	3.43
T1_FOM_000000014634	16.0558	2493	0.0000	100.0000	2493	173	230	0.3068	9	28.94
T1_FOM_000000014635	12.0436	2109	0.0000	100.0000	2109	126	128	0.3625	10	6.00
T1_FOM_000000014636	7.8195	1252	0.0000	97.2843	1218	50	48	0.2740	8	3.67
T1_FOM_000000014637	9.0930	1064	0.0000	100.0000	1064	45	52	0.3255	9	3.48
T1_FOM_000000014638	11.2791	1587	0.0000	99.3069	1576	90	89	0.4394	10	5.29
T1_FOM_000000014639	9.9070	12636	0.0000	100.0000	12636	622	630	0.3391	9	5.01
T1_FOM_000000014640	11.8713	4420	0.0000	100.0000	4420	261	264	0.3054	11	4.58
T1_FOM_000000014641	9.4446	2319	0.0000	100.0000	2319	110	109	0.2800	9	4.05
T1_FOM_000000014642	8.1399	1608	0.0000	100.0000	1608	70	61	0.3649	8	3.24
T1_FOM_000000014643	8.5262	1089	0.0000	100.0000	1089	40	53	0.3378	9	3.82
T1_FOM_000000014644	27.6254	3158	0.0000	100.0000	3158	448	425	0.3421	30	11.54
T1_FOM_000000014645	8.4978	2529	0.0000	100.0000	2529	108	107	0.2299	8	3.22
T1_FOM_000000014646	8.7728	2245	0.0000	100.0000	2245	97	100	0.3469	9	2.79
T1_FOM_000000014647	9.3500	4597	0.0000	99.6519	4581	214	216	0.3357	9	3.14
T1_FOM_000000014648	9.1063	3611	0.0000	100.0000	3611	165	164	0.3402	9	3.33
T1_FOM_000000014649	21.9102	2640	0.0000	100.0000	2640	286	293	0.3524	22	6.17
T1_FOM_000000014650	8.7003	1655	0.0000	100.0000	1655	73	71	0.2874	8	3.56
T1_FOM_000000014651	8.7525	6089	0.0000	99.9672	6087	267	266	0.3352	8	5.02
T1_FOM_000000014652	8.6645	2516	0.0000	100.0000	2516	107	111	0.3311	8	3.23
T1_FOM_000000014653	9.8788	1386	0.0000	97.1861	1347	70	67	0.3660	11	4.42
T1_FOM_000000014654	95.7910	1292	0.0000	100.0000	1292	600	637	0.3546	19	145.94
T1_FOM_000000014655	8.2905	4510	0.0000	100.0000	4510	184	190	0.3261	8	2.99
T1_FOM_000000014656	116.6514	1265	0.0000	99.8419	1263	735	744	0.3562	35	170.64
T1_FOM_000000014657	8.9333	2653	0.0000	100.0000	2653	117	120	0.3633	8	3.72
T1_FOM_000000014658	11.4294	1444	0.0000	100.0000	1444	80	85	0.3193	10	7.01
T1_FOM_000000014659	11.9209	1592	0.0000	100.0000	1592	95	95	0.2571	11	5.35
T1_FOM_000000014660	19.1248	1010	0.0000	100.0000	1010	97	96	0.3698	17	11.36
T1_FOM_000000014661	8.7688	4995	0.0000	100.0000	4995	220	218	0.3108	9	3.08
T1_FOM_000000014662	8.3063	1541	0.0000	100.0000	1541	64	64	0.3553	9	3.21
T1_FOM_000000014663	115.2485	1344	0.0000	100.0000	1344	783	768	0.4317	29	153.47
T1_FOM_000000014664	9.8311	2043	0.0000	99.7063	2037	103	98	0.4022	9	3.88
T1_FOM_000000014665	15.4952	2833	0.0000	100.0000	2833	224	215	0.3868	13	9.52
T1_FOM_000000014666	8.9673	5386	0.0000	100.0000	5386	241	242	0.3760	9	3.50
T1_FOM_000000014667	49.2258	1532	0.0000	99.8042	1529	409	344	0.2950	43	35.38
T1_FOM_000000014668	7.9524	1030	0.0000	92.3301	951	44	38	0.3271	9	4.06
T1_FOM_000000014669	12.3216	1508	0.0000	100.0000	1508	89	97	0.5203	13	5.31
T1_FOM_000000014670	8.3361	2996	0.0000	100.0000	2996	126	124	0.3595	8	3.29
T1_FOM_000000014671	5.1791	1156	0.0000	100.0000	1156	29	31	0.2382	5	2.42
T1_FOM_000000014672	8.3217	1694	0.0000	100.0000	1694	74	67	0.3676	8	4.09
T1_FOM_000000014673	7.3715	1031	0.0000	99.4180	1025	37	39	0.3809	7	3.54
T1_FOM_000000014674	8.5776	1527	0.0000	99.1487	1514	67	64	0.3444	8	4.06
T1_FOM_000000014675	7.8286	1750	0.0000	100.0000	1750	67	70	0.2702	8	3.14
T1_FOM_000000014676	8.7288	2371	0.0000	98.7769	2342	105	102	0.3331	9	3.76
T1_FOM_000000014677	11.7443	1447	0.0000	100.0000	1447	87	83	0.2749	11	5.73
T1_FOM_000000014678	9.2248	1450	0.0000	100.0000	1450	68	66	0.2963	9	2.91
T1_FOM_000000014679	9.2566	7517	0.0000	100.0000	7517	351	345	0.3768	9	3.11
T1_FOM_000000014680	8.6379	1712	0.0000	99.5327	1704	76	72	0.2226	8	3.59
T1_FOM_000000014681	11.8528	5803	0.0000	100.0000	5803	348	340	0.3920	11	4.96
T1_FOM_000000014682	9.5667	3614	0.0000	100.0000	3614	177	169	0.3490	9	3.34
T1_FOM_000000014683	10.0712	2921	0.0000	100.0000	2921	147	147	0.3371	10	4.39
T1_FOM_000000014684	9.1407	3881	0.0000	99.9742	3880	177	178	0.3459	9	4.11
T1_FOM_000000014685	6.3839	1128	0.0000	100.0000	1128	35	37	0.2600	6	2.41
T1_FOM_000000014686	13.8419	1259	0.0000	100.0000	1259	83	91	0.3326	11	10.03
T1_FOM_000000014687	8.0814	1585	0.0000	100.0000	1585	66	62	0.2740	8	3.40
T1_FOM_000000014688	13.2615	1048	0.0000	100.0000	1048	68	71	0.2886	14	5.50
T1_FOM_000000014689	12.2921	4766	0.0000	99.9790	4765	282	304	0.3093	8	17.98
T1_FOM_000000014690	8.4660	4974	0.0000	100.0000	4974	210	211	0.3686	8	3.16
T1_FOM_000000014691	7.6965	4089	0.0000	100.0000	4089	159	156	0.3444	8	2.65
T1_FOM_000000014692	5.9321	1045	0.0000	99.1388	1036	32	30	0.3295	6	2.50
T1_FOM_000000014693	8.9917	4113	0.0000	100.0000	4113	185	185	0.3340	8	3.59
T1_FOM_000000014694	22.9408	1335	0.0000	99.1760	1324	158	148	0.3426	25	13.01
T1_FOM_000000014695	8.3152	5267	0.0000	100.0000	5267	217	221	0.2495	8	3.08
T1_FOM_000000014696	12.6715	3078	0.0000	99.3827	3059	197	193	0.3628	12	6.01
T1_FOM_000000014697	17.2598	1524	0.0000	99.9344	1523	127	136	0.2926	18	9.42
T1_FOM_000000014698	12.5278	1563	0.0000	99.6801	1558	100	96	0.3383	13	5.39
T1_FOM_000000014699	14.0605	1058	0.0000	99.9055	1057	81	68	0.3199	14	6.39
T1_FOM_000000014700	18.3237	1554	0.0000	100.0000	1554	143	142	0.4080	18	9.04
T1_FOM_000000014701	13.3364	3216	0.0000	99.5336	3201	210	219	0.3658	14	5.14
T1_FOM_000000014702	7.3331	1213	0.0000	98.5985	1196	45	44	0.3282	7	3.22
T1_FOM_000000014703	8.5009	2635	0.0000	100.0000	2635	110	114	0.3614	8	4.06
T1_FOM_000000014704	94.9818	2586	0.0000	100.0000	2586	1384	1077	0.3591	9	230.99
T1_FOM_000000014705	21.0215	1580	0.0000	100.0000	1580	163	169	0.3314	10	22.55
T1_FOM_000000014706	19.8326	1493	0.0000	100.0000	1493	154	141	0.3878	14	18.16
T1_FOM_000000014707	6.5438	1085	0.0000	93.6406	1016	35	36	0.3632	7	3.39
T1_FOM_000000014708	9.0049	2432	0.0000	100.0000	2432	111	108	0.3030	9	3.58
T1_FOM_000000014709	16.1220	1369	0.0000	99.9270	1368	93	128	0.3543	13	12.91
T1_FOM_000000014710	19.5158	1231	0.0000	100.0000	1231	118	123	0.3515	21	6.60
T1_FOM_000000014711	11.3247	3092	0.0000	99.0621	3063	185	165	0.3005	10	7.08
T1_FOM_000000014712	6.9358	1325	0.0000	100.0000	1325	48	44	0.2751	7	2.54
T1_FOM_000000014713	9.2207	1627	0.0000	99.8771	1625	74	76	0.2867	8	6.65
T1_FOM_000000014714	10.0356	1655	0.0000	100.0000	1655	83	83	0.3387	9	4.08
T1_FOM_000000014715	8.1948	4271	0.0000	99.2039	4237	174	176	0.3679	8	3.02
T1_FOM_000000014716	10.0692	1301	0.0000	100.0000	1301	62	69	0.3850	9	4.14
T1_FOM_000000014717	8.3318	6217	0.0000	100.0000	6217	257	261	0.2746	8	3.38
T1_FOM_000000014718	7.9563	2564	0.0000	100.0000	2564	102	102	0.3364	8	2.88
T1_FOM_000000014719	8.3647	2643	0.0000	99.5838	2632	112	109	0.3126	8	3.27
T1_FOM_000000014720	8.7637	3605	0.0000	100.0000	3605	159	157	0.3015	9	3.25
T1_FOM_000000014721	67.2961	3215	0.0000	100.0000	3215	1062	1102	0.3305	70	13.72
T1_FOM_000000014722	4.2071	1043	0.0000	100.0000	1043	21	23	0.2895	4	1.63
T1_FOM_000000014723	8.6755	1205	0.0000	94.6058	1140	51	54	0.3269	8	4.19
T1_FOM_000000014724	8.0981	1591	0.0000	100.0000	1591	64	65	0.3508	8	3.08
T1_FOM_000000014725	8.0390	4355	0.0000	98.7141	4299	174	176	0.3011	8	3.85
T1_FOM_000000014726	9.6401	1992	0.0000	99.4478	1981	94	98	0.3252	9	5.03
T1_FOM_000000014727	10.2465	4235	0.0000	100.0000	4235	209	225	0.3916	9	4.83
T1_FOM_000000014728	8.3573	12000	0.0000	100.0000	12000	504	499	0.3469	8	2.99
T1_FOM_000000014729	9.4407	5042	0.0000	99.7223	5028	238	238	0.3288	9	4.17
T1_FOM_000000014730	8.5089	3372	0.0000	100.0000	3372	142	145	0.2369	8	3.17
T1_FOM_000000014731	9.0774	1718	0.0000	100.0000	1718	74	82	0.3064	9	4.28
T1_FOM_000000014732	10.4205	3648	0.0000	100.0000	3648	185	195	0.2878	10	4.68
T1_FOM_000000014733	5.7351	1238	0.0000	100.0000	1238	37	34	0.3389	6	2.00
T1_FOM_000000014734	8.0850	7655	0.0000	99.9739	7653	310	309	0.3671	8	2.94
T1_FOM_000000014735	11.3677	1338	0.0000	100.0000	1338	76	76	0.4016	12	4.55
T1_FOM_000000014736	35.1164	64561	0.0000	100.0000	64561	11332	11343	0.4419	35	6.68
T1_FOM_000000014737	41.1521	1315	0.0000	100.0000	1315	288	253	0.3533	30	32.41
T1_FOM_000000014738	9.2204	3176	0.0000	100.0000	3176	143	150	0.3681	9	4.45
T1_FOM_000000014739	9.5312	2086	0.0000	99.7124	2080	99	100	0.3555	9	4.07
T1_FOM_000000014740	9.4249	1857	0.0000	100.0000	1857	89	86	0.3633	10	3.27
T1_FOM_000000014741	8.3314	1403	0.0000	99.3585	1394	59	58	0.3339	8	2.95
T1_FOM_000000014742	8.2388	2341	0.0000	98.4622	2305	97	96	0.3637	7	3.81
T1_FOM_000000014743	9.2744	1057	0.0000	100.0000	1057	49	49	0.3188	10	3.67
T1_FOM_000000014744	56.1180	1618	0.0000	100.0000	1618	442	469	0.3622	8	114.49
T1_FOM_000000014745	9.6361	1245	0.0000	100.0000	1245	59	61	0.3372	10	3.78
T1_FOM_000000014746	67.6342	2198	0.0000	100.0000	2198	748	736	0.2688	11	138.24
T1_FOM_000000014747	14.6497	2224	0.0000	100.0000	2224	154	172	0.3433	16	6.03
T1_FOM_000000014748	11.7694	2676	0.0000	99.9253	2674	152	163	0.3423	12	4.06
T1_FOM_000000014749	8.9209	3161	0.0000	100.0000	3161	135	147	0.3444	9	3.15
T1_FOM_000000014750	12.9111	4767	0.0000	100.0000	4767	311	305	0.3466	11	6.88
T1_FOM_000000014751	10.4895	2135	0.0000	100.0000	2135	119	105	0.3238	10	4.37
T1_FOM_000000014752	9.3265	2701	0.0000	100.0000	2701	125	127	0.3550	9	3.56
T1_FOM_000000014753	11.2911	3658	0.0000	100.0000	3658	209	204	0.3569	10	6.57
T1_FOM_000000014754	8.5454	7477	0.0000	100.0000	7477	319	320	0.3501	8	3.15
T1_FOM_000000014755	8.2560	1004	0.0000	99.9004	1003	37	46	0.3554	7	4.23
T1_FOM_000000014756	12.5000	1072	0.0000	99.7201	1069	67	67	0.2665	12	4.14
T1_FOM_000000014757	7.7810	1388	0.0000	100.0000	1388	55	53	0.2479	8	3.75
T1_FOM_000000014758	27.8159	1771	0.0000	99.9435	1770	246	247	0.3003	27	9.99
T1_FOM_000000014759	9.5886	2681	0.0000	98.9183	2652	126	131	0.3548	10	3.15
T1_FOM_000000014760	15.1560	3288	0.0000	100.0000	3288	248	250	0.2731	10	17.22
T1_FOM_000000014761	19.0526	1465	0.0000	99.9317	1464	141	138	0.3288	9	24.34
T1_FOM_000000014762	7.7525	1677	0.0000	100.0000	1677	64	66	0.3368	8	2.74
T1_FOM_000000014763	8.4829	7084	0.0000	100.0000	7084	296	305	0.3165	8	2.97
T1_FOM_000000014764	11.2088	3310	0.0000	100.0000	3310	185	186	0.2861	11	3.73
T1_FOM_000000014765	7.5821	4444	0.0000	100.0000	4444	166	171	0.3921	8	2.70
T1_FOM_000000014766	7.1799	1629	0.0000	100.0000	1629	58	59	0.2554	7	2.55
T1_FOM_000000014767	7.9627	1369	0.0000	99.7809	1366	53	56	0.3332	8	2.78
T1_FOM_000000014768	6.8936	1175	0.0000	96.0851	1129	42	39	0.3552	7	3.61
T1_FOM_000000014769	8.0414	1280	0.0000	99.9219	1279	50	53	0.3469	9	3.43
T1_FOM_000000014770	23.0898	1069	0.0000	100.0000	1069	128	119	0.3906	22	11.56
T1_FOM_000000014771	12.5996	2610	0.0000	100.0000	2610	167	162	0.3948	12	4.27
T1_FOM_000000014772	26.1307	1102	0.0000	99.9093	1101	134	154	0.3450	21	19.45
T1_FOM_000000014773	10.8392	1735	0.0000	100.0000	1735	97	91	0.3054	11	4.19
T1_FOM_000000014774	10.4585	1723	0.0000	100.0000	1723	92	88	0.2799	11	5.14
T1_FOM_000000014775	11.4968	1250	0.0000	100.0000	1250	67	77	0.4103	10	7.39
T1_FOM_000000014776	8.2468	3092	0.0000	99.3208	3071	129	126	0.2665	8	3.57
T1_FOM_000000014777	9.4225	10697	0.0000	100.0000	10697	503	505	0.3475	9	3.19
T1_FOM_000000014778	8.9602	4150	0.0000	99.9277	4147	187	185	0.3597	9	3.13
T1_FOM_000000014779	10.2646	2835	0.0000	100.0000	2835	147	144	0.3966	10	3.97
T1_FOM_000000014780	300.9561	1185	0.0000	100.0000	1185	1794	1774	0.4056	240	195.00
T1_FOM_000000014781	7.3403	1540	0.0000	100.0000	1540	62	51	0.3342	7	4.12
T1_FOM_000000014782	12.3613	1024	0.0000	95.7031	980	60	67	0.3154	12	6.03
T1_FOM_000000014783	10.3410	3141	0.0000	99.1086	3113	167	158	0.3260	10	4.57
T1_FOM_000000014784	7.3516	1129	0.0000	98.8485	1116	41	42	0.2389	7	3.24
T1_FOM_000000014785	31.4942	2493	0.0000	100.0000	2493	397	387	0.3502	14	41.63
T1_FOM_000000014786	7.6850	1054	0.0000	100.0000	1054	40	41	0.3402	8	3.25
T1_FOM_000000014787	9.6398	2957	0.0000	99.0869	2930	145	140	0.3666	10	3.56
T1_FOM_000000014788	9.6517	1045	0.0000	100.0000	1045	48	53	0.3447	9	5.66
T1_FOM_000000014789	10.6209	1232	0.0000	99.9188	1231	67	64	0.3247	11	5.17
T1_FOM_000000014790	9.2659	4618	0.0000	100.0000	4618	214	214	0.3554	9	3.39
T1_FOM_000000014791	9.8684	1216	0.0000	98.4375	1197	60	60	0.2841	10	3.62
T1_FOM_000000014792	9.5893	2868	0.0000	100.0000	2868	137	138	0.2780	10	3.67
T1_FOM_000000014793	8.2498	8834	0.0000	100.0000	8834	366	363	0.3340	8	3.33
T1_FOM_000000014794	9.2628	2093	0.0000	100.0000	2093	99	95	0.3454	9	2.98
T1_FOM_000000014795	7.9675	1077	0.0000	100.0000	1077	47	39	0.4163	7	3.98
T1_FOM_000000014796	27.2034	3339	0.0000	99.9401	3337	450	460	0.3231	11	40.05
T1_FOM_000000014797	8.0822	1643	0.0000	98.7827	1623	64	69	0.3109	7	4.03
T1_FOM_000000014798	6.4992	1230	0.0000	100.0000	1230	39	41	0.3741	6	2.81
T1_FOM_000000014799	8.7600	3842	0.0000	100.0000	3842	168	169	0.3336	8	2.96
T1_FOM_000000014800	53.6187	1272	0.0000	97.8774	1245	346	339	0.3614	51	25.57
T1_FOM_000000014801	6.4562	1394	0.0000	98.9240	1379	44	46	0.2517	7	2.82
T1_FOM_000000014802	7.4625	2385	0.0000	97.1488	2317	90	88	0.3238	7	2.98
T1_FOM_000000014803	15.2236	2102	0.0000	100.0000	2102	161	159	0.3991	14	7.86
T1_FOM_000000014804	7.9729	3286	0.0000	100.0000	3286	129	133	0.3232	8	3.07
T1_FOM_000000014805	185.8563	1218	0.0000	100.0000	1218	1065	1209	0.4050	9	335.18
T1_FOM_000000014806	10.4591	4130	0.0000	99.8063	4122	213	219	0.3419	10	4.17
T1_FOM_000000014807	10.2063	2812	0.0000	100.0000	2812	144	143	0.3803	10	4.60
T1_FOM_000000014808	25.2555	1045	0.0000	100.0000	1045	127	137	0.4044	14	23.79
T1_FOM_000000014809	8.4708	4061	0.0000	99.9261	4058	172	172	0.3402	8	4.30
T1_FOM_000000014810	9.7702	4165	0.0000	100.0000	4165	210	197	0.3320	10	3.33
T1_FOM_000000014811	9.1697	1320	0.0000	99.5455	1314	59	62	0.3060	10	3.41
T1_FOM_000000014812	11.2971	8301	0.0000	100.0000	8301	468	470	0.3601	11	6.18
T1_FOM_000000014813	11.0126	1907	0.0000	99.6854	1901	104	106	0.3053	9	6.54
T1_FOM_000000014814	10.1357	1341	0.0000	100.0000	1341	70	66	0.3113	9	4.58
T1_FOM_000000014815	12.6729	2865	0.0000	99.6161	2854	181	181	0.2777	9	11.78
T1_FOM_000000014816	5.5821	1254	0.0000	100.0000	1254	35	35	0.3386	5	3.03
T1_FOM_000000014817	9.8282	1455	0.0000	100.0000	1455	72	71	0.3446	10	3.71
T1_FOM_000000014818	9.1265	1786	0.0000	100.0000	1786	78	85	0.2721	9	4.02
T1_FOM_000000014819	12.0357	1935	0.0000	100.0000	1935	118	115	0.3788	12	4.27
T1_FOM_000000014820	15.4381	1728	0.0000	100.0000	1728	133	134	0.3863	14	7.30
T1_FOM_000000014821	9.5786	1711	0.0000	100.0000	1711	82	82	0.3657	9	3.81
T1_FOM_000000014822	9.9587	3484	0.0000	99.8278	3478	178	169	0.3263	10	3.58
T1_FOM_000000014823	8.6486	1366	0.0000	100.0000	1366	61	57	0.2739	7	5.11
T1_FOM_000000014824	7.2658	1486	0.0000	99.3271	1476	55	53	0.3907	8	3.26
T1_FOM_000000014825	9.2355	1083	0.0000	99.9077	1082	49	51	0.3218	9	4.34
T1_FOM_000000014826	7.3368	2126	0.0000	97.6482	2076	79	77	0.2740	7	3.40
T1_FOM_000000014827	9.7165	1284	0.0000	99.6885	1280	62	63	0.2627	8	5.34
T1_FOM_000000014828	7.9227	1035	0.0000	98.2609	1017	43	39	0.3294	8	3.58
T1_FOM_000000014829	8.4444	1503	0.0000	100.0000	1503	62	65	0.3655	8	3.90
T1_FOM_000000014830	9.5851	1251	0.0000	100.0000	1251	59	61	0.3365	9	4.37
T1_FOM_000000014831	18.6805	1202	0.0000	99.6672	1198	114	111	0.2578	16	11.56
T1_FOM_000000014832	9.4306	4505	0.0000	100.0000	4505	213	212	0.3652	9	3.77
T1_FOM_000000014833	8.5532	5307	0.0000	99.6985	5291	228	226	0.3026	8	3.36
T1_FOM_000000014834	9.4279	3744	0.0000	100.0000	3744	176	177	0.2495	9	4.17
T1_FOM_000000014835	8.2316	4822	0.0000	100.0000	4822	199	198	0.3384	8	2.92
T1_FOM_000000014836	7.4243	2637	0.0000	99.9621	2636	98	98	0.3365	8	2.50
T1_FOM_000000014837	14.5366	5427	0.0000	100.0000	5427	397	392	0.3648	15	7.22
T1_FOM_000000014838	95.0965	1171	0.0000	100.0000	1171	562	551	0.4012	59	102.69
T1_FOM_000000014839	10.1852	8483	0.0000	99.6699	8455	426	438	0.3197	9	5.38
T1_FOM_000000014840	9.8716	4721	0.0000	99.7246	4708	233	233	0.3396	10	4.43
T1_FOM_000000014841	14.2860	1210	0.0000	98.2645	1189	82	91	0.3579	14	6.91
T1_FOM_000000014842	8.3411	5262	0.0000	99.4679	5234	221	218	0.3164	8	3.57
T1_FOM_000000014843	7.6960	2066	0.0000	99.0803	2047	79	80	0.2272	7	2.96
T1_FOM_000000014844	9.3348	1619	0.0000	100.0000	1619	80	71	0.2108	8	4.84
T1_FOM_000000014845	7.5866	4349	0.0000	99.3562	4321	162	168	0.3140	7	3.24
T1_FOM_000000014846	8.1449	2651	0.0000	100.0000	2651	107	109	0.3024	8	2.84
T1_FOM_000000014847	7.9470	1019	0.0000	94.8970	967	42	39	0.3962	7	4.89
T1_FOM_000000014848	8.5573	2828	0.0000	100.0000	2828	122	120	0.3574	8	2.99
T1_FOM_000000014849	10.0950	1137	0.0000	100.0000	1137	54	61	0.2877	9	5.56
T1_FOM_000000014850	7.4470	1018	0.0000	96.2672	980	39	37	0.3025	7	3.92
T1_FOM_000000014851	7.8425	5010	0.0000	99.3413	4977	195	198	0.2402	8	3.33
T1_FOM_000000014852	10.1561	2530	0.0000	99.8419	2526	129	128	0.3861	10	3.77
T1_FOM_000000014853	9.1770	5106	0.0000	99.9217	5102	237	232	0.3129	9	3.52
T1_FOM_000000014854	8.0517	3750	0.0000	99.6267	3736	152	150	0.3204	8	3.22
T1_FOM_000000014855	7.6709	2944	0.0000	100.0000	2944	114	112	0.3390	7	3.61
T1_FOM_000000014856	407.8516	1948	0.0000	100.0000	1948	4368	3591	0.3667	18	960.80
T1_FOM_000000014857	8.2043	6485	0.0000	100.0000	6485	267	265	0.3868	8	2.85
T1_FOM_000000014858	11.2448	1573	0.0000	100.0000	1573	88	89	0.4140	9	5.43
T1_FOM_000000014859	10.0209	3828	0.0000	100.0000	3828	196	188	0.3467	10	3.52
T1_FOM_000000014860	13.2946	2128	0.0000	100.0000	2128	134	149	0.4322	12	8.48
T1_FOM_000000014861	110.1851	2971	0.0000	100.0000	2971	1601	1673	0.4305	155	81.74
T1_FOM_000000014862	38.3657	1072	0.0000	99.9067	1071	225	187	0.3310	17	36.45
T1_FOM_000000014863	22.3179	1164	0.0000	100.0000	1164	127	133	0.3668	14	19.53
T1_FOM_000000014864	9.4017	2009	0.0000	97.6108	1961	95	94	0.2949	9	3.73
T1_FOM_000000014865	8.9480	2579	0.0000	100.0000	2579	115	116	0.3254	9	3.25
T1_FOM_000000014866	10.2160	2856	0.0000	99.2647	2835	147	145	0.2816	9	4.87
T1_FOM_000000014867	53.8476	2880	0.0000	99.6875	2871	747	804	0.3004	11	72.78
T1_FOM_000000014868	9.6329	1204	0.0000	96.2625	1159	57	59	0.3419	9	4.54
T1_FOM_000000014869	9.4855	6093	0.0000	99.9344	6089	287	291	0.3227	9	3.67
T1_FOM_000000014870	14.5756	1098	0.0000	100.0000	1098	80	80	0.3698	10	10.59
T1_FOM_000000014871	9.4926	3055	0.0000	99.4763	3039	145	145	0.3272	9	4.11
T1_FOM_000000014872	9.8453	11608	0.0000	100.0000	11608	572	571	0.3038	9	5.61
T1_FOM_000000014873	9.0587	1159	0.0000	100.0000	1159	54	51	0.3026	9	3.20
T1_FOM_000000014874	7.1230	1488	0.0000	100.0000	1488	52	54	0.3360	7	2.52
T1_FOM_000000014875	9.6138	1841	0.0000	99.5111	1832	89	88	0.3808	9	3.80
T1_FOM_000000014876	9.6006	2211	0.0000	99.6834	2204	106	106	0.3321	10	4.42
T1_FOM_000000014877	8.0244	1268	0.0000	99.9211	1267	52	50	0.3497	8	3.02
T1_FOM_000000014878	9.3336	1232	0.0000	98.5390	1214	59	56	0.2837	10	4.96
T1_FOM_000000014879	8.7371	1179	0.0000	100.0000	1179	52	51	0.4050	9	3.68
T1_FOM_000000014880	10.7070	3256	0.0000	100.0000	3256	171	178	0.3551	10	5.02
T1_FOM_000000014881	8.1128	2057	0.0000	99.9514	2056	83	84	0.3507	8	3.60
T1_FOM_000000014882	7.3103	1705	0.0000	100.0000	1705	64	61	0.2256	7	2.92
